"id","age","gender","income","education","region","loyalty_status","purchase_frequency","purchase_amount","product_category","promotion_usage","satisfaction_score"
65569,32,"Male",22232,"Masters","South","Regular","rare",7375,"Electronics",0,3
65570,32,"Female",32663,"College","East","Regular","frequent",13057,"Food",0,6
65571,26,"Male",12912,"College","West","Regular","rare",4690,"Electronics",1,6
65572,32,"Female",42701,"HighSchool","South","Gold","rare",14387,"Health",0,6
65573,28,"Male",40673,"HighSchool","North","Regular","occasional",11161,"Electronics",0,6
65574,27,"Female",16317,"College","West","Gold","occasional",6489,"Home",0,6
65575,30,"Female",9195,"Masters","South","Regular","rare",3557,"Electronics",0,5
65576,26,"Male",20747,"Masters","West","Regular","rare",5865,"Electronics",1,6
65577,36,"Female",37485,"Bachelor","South","Regular","rare",9981,"Electronics",0,5
65578,26,"Male",37617,"HighSchool","West","Silver","occasional",10404,"Books",0,7
65579,27,"Female",11047,"College","North","Silver","occasional",4912,"Clothing",0,5
65580,25,"Male",26257,"Bachelor","South","Regular","frequent",7690,"Electronics",0,6
65581,25,"Male",20647,"HighSchool","West","Silver","rare",5989,"Electronics",0,6
65582,37,"Male",10681,"Bachelor","West","Regular","occasional",3632,"Health",0,7
65583,31,"Female",46358,"College","East","Regular","occasional",20954,"Beauty",0,6
65584,28,"Female",31149,"Bachelor","South","Regular","frequent",9749,"Food",0,8
65585,31,"Female",6201,"College","West","Gold","frequent",1556,"Electronics",0,6
65586,44,"Male",6008,"College","East","Gold","rare",2144,"Health",0,4
65587,27,"Female",5895,"College","East","Regular","occasional",2163,"Food",0,5
65588,28,"Female",32848,"HighSchool","East","Regular","rare",9659,"Food",0,7
65589,37,"Male",17691,"Masters","West","Regular","rare",7475,"Electronics",1,6
65590,28,"Male",21841,"Bachelor","East","Regular","rare",8801,"Electronics",0,5
65591,24,"Female",40635,"College","West","Gold","rare",16509,"Books",0,4
65592,28,"Female",49174,"College","North","Silver","rare",17210,"Electronics",1,4
65593,28,"Male",15017,"College","East","Silver","frequent",3635,"Clothing",0,5
65594,29,"Female",14152,"College","West","Regular","occasional",3867,"Food",0,4
65595,27,"Male",23934,"Masters","West","Regular","rare",9138,"Electronics",1,5
65596,35,"Female",45465,"Bachelor","East","Silver","rare",17022,"Books",1,4
65597,22,"Female",39272,"College","West","Regular","rare",15208,"Electronics",1,3
65598,25,"Male",28933,"Bachelor","South","Regular","frequent",8394,"Books",0,3
65599,32,"Male",21464,"College","East","Silver","rare",7242,"Health",1,4
65600,30,"Female",41378,"HighSchool","South","Silver","occasional",17104,"Clothing",1,3
65601,26,"Male",28413,"Bachelor","South","Regular","frequent",11044,"Food",1,5
65602,34,"Female",30349,"Bachelor","West","Regular","occasional",9366,"Clothing",1,5
65603,35,"Male",33206,"HighSchool","North","Regular","rare",11172,"Clothing",0,7
65604,37,"Female",31925,"Bachelor","North","Gold","occasional",13116,"Health",1,5
65605,37,"Female",31138,"HighSchool","South","Silver","rare",13505,"Electronics",0,5
65606,35,"Male",24704,"Bachelor","East","Silver","frequent",7805,"Clothing",0,5
65607,32,"Female",7381,"Bachelor","West","Regular","rare",2514,"Electronics",0,5
65608,27,"Female",29882,"College","North","Silver","rare",9091,"Health",0,4
65609,27,"Male",37469,"Bachelor","West","Regular","frequent",15832,"Beauty",0,5
65610,31,"Female",17406,"Bachelor","West","Silver","rare",5840,"Books",1,5
65611,26,"Female",44058,"College","North","Silver","occasional",15523,"Home",0,5
65612,29,"Female",36451,"Bachelor","South","Regular","rare",14715,"Clothing",0,5
65613,34,"Male",14461,"Masters","North","Regular","occasional",5641,"Electronics",0,4
65614,29,"Male",33092,"Masters","West","Regular","rare",12187,"Electronics",1,5
65615,26,"Male",38436,"HighSchool","West","Silver","rare",13125,"Clothing",1,6
65616,31,"Female",28882,"Bachelor","West","Regular","rare",9432,"Health",0,5
65617,24,"Female",29427,"College","North","Silver","rare",10395,"Books",0,4
65618,33,"Female",17011,"Bachelor","South","Regular","rare",4974,"Clothing",0,5
65619,28,"Male",13734,"HighSchool","South","Regular","rare",5088,"Electronics",0,4
65620,30,"Female",39273,"College","South","Regular","rare",15253,"Home",0,3
65621,25,"Male",30094,"Bachelor","North","Regular","rare",11594,"Electronics",1,5
65622,33,"Male",25673,"Masters","East","Regular","frequent",7538,"Electronics",0,5
65623,32,"Male",10535,"Bachelor","East","Regular","rare",3084,"Clothing",0,6
65624,29,"Female",19650,"Bachelor","West","Regular","occasional",6704,"Food",0,3
65625,31,"Male",43708,"HighSchool","South","Silver","rare",15842,"Books",1,5
65626,32,"Male",43452,"Bachelor","South","Silver","rare",14196,"Electronics",0,3
65627,33,"Male",31746,"College","South","Regular","rare",12694,"Clothing",0,6
65628,24,"Female",11898,"Bachelor","East","Regular","frequent",5220,"Electronics",0,3
65629,34,"Female",26330,"Bachelor","South","Regular","occasional",9904,"Electronics",0,5
65630,36,"Male",12566,"College","East","Regular","rare",4258,"Food",1,3
65631,29,"Female",9616,"College","East","Regular","rare",4343,"Food",0,6
65632,25,"Female",12069,"College","West","Regular","occasional",3693,"Electronics",0,8
65633,37,"Male",31339,"College","North","Silver","occasional",12158,"Home",0,4
65634,29,"Male",17834,"HighSchool","North","Silver","frequent",6208,"Electronics",0,4
65635,16,"Male",49104,"HighSchool","North","Regular","frequent",15926,"Clothing",0,5
65636,37,"Male",26612,"College","East","Regular","frequent",10608,"Books",1,5
65637,34,"Female",19548,"Bachelor","West","Silver","rare",7226,"Home",1,4
65638,24,"Male",38754,"HighSchool","West","Silver","rare",13292,"Beauty",0,5
65639,33,"Female",49352,"College","North","Regular","rare",13789,"Books",0,5
65640,30,"Female",42052,"Bachelor","West","Silver","rare",14589,"Health",0,6
65641,30,"Female",10540,"Bachelor","South","Silver","rare",3104,"Food",1,6
65642,28,"Male",27360,"Bachelor","West","Silver","frequent",10541,"Electronics",1,7
65643,26,"Female",7427,"College","North","Regular","occasional",2307,"Health",1,5
65644,32,"Female",5482,"HighSchool","North","Regular","rare",1645,"Health",0,4
65645,27,"Male",47354,"College","South","Silver","rare",17764,"Electronics",0,4
65646,29,"Male",40414,"College","West","Regular","rare",12585,"Books",0,6
65647,34,"Female",42493,"Bachelor","North","Gold","occasional",12248,"Books",1,7
65648,30,"Female",10397,"Bachelor","West","Silver","rare",3646,"Books",0,3
65649,28,"Male",19161,"College","East","Regular","occasional",7091,"Clothing",1,6
65650,25,"Male",5253,"College","East","Regular","frequent",2195,"Books",1,5
65651,36,"Female",13829,"HighSchool","East","Regular","occasional",5000,"Electronics",0,5
65652,28,"Female",12844,"Bachelor","West","Regular","rare",3347,"Electronics",0,5
65653,24,"Male",41861,"Masters","North","Silver","occasional",11965,"Clothing",0,4
65654,31,"Male",6992,"Bachelor","North","Regular","frequent",2357,"Clothing",0,4
65655,28,"Female",18157,"Bachelor","North","Regular","occasional",5686,"Clothing",0,5
65656,28,"Female",43639,"College","North","Silver","occasional",16997,"Clothing",0,5
65657,25,"Male",34026,"Bachelor","East","Regular","frequent",11317,"Health",0,5
65658,42,"Female",29057,"Bachelor","South","Regular","occasional",10629,"Clothing",0,4
65659,31,"Female",32881,"Masters","West","Gold","occasional",11437,"Health",1,3
65660,33,"Female",43322,"Bachelor","West","Gold","occasional",20409,"Beauty",0,6
65661,22,"Male",21506,"Masters","East","Silver","frequent",7886,"Food",0,5
65662,20,"Female",20905,"College","West","Regular","rare",8255,"Books",0,5
65663,34,"Male",35577,"HighSchool","South","Gold","frequent",10319,"Books",0,3
65664,23,"Male",39865,"College","South","Regular","rare",16047,"Health",1,4
65665,34,"Female",15545,"Bachelor","East","Regular","frequent",5167,"Food",0,4
65666,26,"Female",18682,"HighSchool","North","Silver","rare",7829,"Books",0,6
65667,28,"Male",47023,"Bachelor","East","Regular","occasional",15850,"Electronics",0,5
65668,30,"Female",27465,"Bachelor","North","Gold","rare",10088,"Books",0,5
65669,36,"Female",35687,"Bachelor","North","Regular","rare",11328,"Beauty",0,6
65670,24,"Male",12169,"College","East","Regular","occasional",4588,"Electronics",1,4
65671,28,"Male",45373,"Bachelor","South","Silver","rare",18802,"Health",0,3
65672,31,"Female",45030,"Bachelor","East","Regular","rare",15227,"Electronics",1,6
65673,36,"Male",42164,"HighSchool","North","Gold","rare",13339,"Clothing",1,4
65674,26,"Female",8037,"Masters","South","Regular","rare",2849,"Electronics",0,5
65675,35,"Female",39255,"HighSchool","East","Regular","rare",11087,"Books",0,5
65676,24,"Female",45755,"College","East","Silver","frequent",17873,"Electronics",0,5
65677,26,"Male",24782,"College","East","Regular","occasional",7915,"Clothing",0,7
65678,27,"Female",47313,"College","West","Regular","frequent",15878,"Books",1,4
65679,27,"Female",29612,"HighSchool","North","Regular","occasional",11963,"Health",1,4
65680,26,"Male",34903,"Masters","East","Silver","rare",10716,"Food",0,5
65681,37,"Female",18311,"Bachelor","South","Regular","frequent",6410,"Beauty",1,7
65682,29,"Female",22111,"Bachelor","West","Silver","frequent",8062,"Clothing",0,5
65683,34,"Female",31501,"HighSchool","North","Silver","rare",16301,"Health",0,6
65684,23,"Male",13057,"Bachelor","South","Silver","rare",4599,"Clothing",0,5
65685,30,"Female",37378,"College","South","Silver","rare",11568,"Home",1,6
65686,34,"Male",25911,"College","North","Regular","occasional",9396,"Electronics",0,6
65687,35,"Male",28083,"Bachelor","West","Regular","occasional",10641,"Electronics",0,6
65688,35,"Male",35250,"College","West","Silver","rare",8920,"Health",0,4
65689,24,"Male",27189,"HighSchool","West","Regular","rare",9634,"Clothing",1,5
65690,26,"Female",19692,"Bachelor","West","Gold","occasional",6451,"Food",0,4
65691,25,"Female",28659,"HighSchool","North","Silver","occasional",13163,"Electronics",0,5
65692,39,"Female",31149,"Bachelor","West","Regular","occasional",11241,"Books",0,4
65693,28,"Male",31703,"College","East","Regular","rare",10041,"Home",1,5
65694,28,"Male",13258,"College","West","Silver","occasional",4131,"Food",0,4
65695,26,"Female",14938,"Bachelor","East","Silver","frequent",4807,"Electronics",0,5
65696,30,"Male",45345,"HighSchool","West","Silver","rare",15073,"Electronics",0,5
65697,35,"Male",47315,"Bachelor","North","Regular","rare",20160,"Electronics",1,6
65698,29,"Female",41402,"Bachelor","West","Silver","rare",17083,"Food",0,4
65699,30,"Female",41226,"College","South","Regular","frequent",12430,"Books",0,4
65700,24,"Female",9166,"College","East","Gold","occasional",2714,"Electronics",1,5
65701,30,"Female",21341,"College","North","Silver","rare",8776,"Electronics",0,4
65702,37,"Female",38327,"College","West","Regular","rare",11541,"Electronics",1,4
65703,22,"Female",31414,"College","East","Silver","rare",10141,"Electronics",0,6
65704,31,"Male",39393,"College","South","Silver","rare",13379,"Clothing",1,5
65705,33,"Female",29627,"College","East","Regular","occasional",11430,"Food",0,4
65706,22,"Female",16854,"Masters","East","Regular","occasional",4889,"Clothing",0,5
65707,32,"Male",25532,"College","North","Silver","rare",10119,"Electronics",0,7
65708,28,"Female",49436,"College","North","Regular","frequent",15786,"Food",0,6
65709,23,"Male",41941,"College","East","Regular","rare",14305,"Food",0,5
65710,33,"Female",18330,"HighSchool","East","Gold","rare",7968,"Books",0,6
65711,41,"Male",46297,"Masters","West","Silver","rare",14377,"Clothing",0,6
65712,29,"Male",29938,"Bachelor","West","Regular","occasional",9840,"Beauty",0,4
65713,29,"Male",42985,"Bachelor","West","Silver","frequent",12474,"Electronics",0,7
65714,30,"Male",45889,"College","North","Silver","rare",14445,"Electronics",0,4
65715,30,"Male",32421,"College","East","Regular","rare",9669,"Electronics",0,5
65716,30,"Male",11335,"Bachelor","East","Regular","frequent",3847,"Clothing",0,5
65717,27,"Female",33391,"Bachelor","South","Regular","rare",12481,"Electronics",0,7
65718,35,"Male",7222,"Masters","South","Regular","frequent",2673,"Beauty",0,6
65719,30,"Female",42178,"College","East","Silver","rare",11190,"Electronics",0,5
65720,31,"Male",42601,"College","West","Regular","rare",13518,"Home",0,6
65721,38,"Female",24188,"Masters","South","Regular","occasional",8086,"Books",0,6
65722,29,"Female",13858,"College","West","Regular","occasional",3886,"Clothing",0,6
65723,24,"Male",43420,"Bachelor","South","Gold","rare",14720,"Clothing",1,6
65724,27,"Male",25842,"Bachelor","East","Regular","rare",9219,"Clothing",0,6
65725,37,"Female",46281,"College","West","Silver","occasional",15676,"Books",1,6
65726,30,"Male",20261,"College","South","Regular","rare",6568,"Home",0,5
65727,27,"Male",43522,"College","West","Silver","rare",15897,"Clothing",0,3
65728,32,"Male",47188,"College","West","Silver","rare",13543,"Electronics",0,4
65729,28,"Female",37776,"Bachelor","West","Regular","frequent",14736,"Clothing",0,4
65730,32,"Male",45311,"College","West","Silver","rare",17158,"Books",0,4
65731,26,"Female",49293,"College","North","Regular","rare",16987,"Beauty",0,4
65732,27,"Male",10627,"Bachelor","East","Regular","occasional",3222,"Health",0,4
65733,24,"Female",32749,"Bachelor","East","Regular","occasional",10626,"Clothing",0,4
65734,29,"Male",37530,"HighSchool","North","Regular","rare",13978,"Electronics",0,5
65735,33,"Female",13443,"Masters","East","Silver","rare",4202,"Electronics",0,5
65736,30,"Male",23337,"HighSchool","South","Regular","frequent",7804,"Electronics",1,5
65737,26,"Male",18394,"Bachelor","East","Silver","rare",7155,"Electronics",0,4
65738,25,"Female",5305,"Masters","South","Regular","occasional",2101,"Food",0,6
65739,29,"Female",27503,"Masters","East","Gold","frequent",9652,"Books",0,6
65740,26,"Female",20577,"Bachelor","West","Regular","occasional",7781,"Clothing",1,6
65741,23,"Male",30059,"Bachelor","North","Regular","rare",10920,"Food",1,4
65742,27,"Female",22045,"Bachelor","North","Silver","occasional",7285,"Electronics",0,4
65743,29,"Female",20522,"College","East","Regular","occasional",5477,"Electronics",0,6
65744,30,"Female",42772,"College","East","Silver","rare",15202,"Food",1,6
65745,39,"Male",12920,"HighSchool","East","Regular","occasional",4189,"Clothing",0,4
65746,29,"Female",45160,"College","East","Regular","frequent",17590,"Books",1,5
65747,35,"Female",31995,"HighSchool","West","Regular","frequent",11623,"Electronics",0,6
65748,35,"Female",12636,"College","South","Regular","occasional",3811,"Electronics",1,7
65749,36,"Female",12625,"Masters","East","Gold","rare",5687,"Clothing",0,4
65750,29,"Male",23022,"Bachelor","East","Regular","rare",8046,"Home",1,4
65751,28,"Female",34392,"College","East","Silver","occasional",14135,"Clothing",1,6
65752,29,"Male",5703,"HighSchool","South","Regular","rare",2159,"Electronics",1,5
65753,35,"Male",43310,"College","South","Regular","occasional",15120,"Electronics",0,5
65754,30,"Female",8833,"Bachelor","East","Silver","rare",2364,"Home",1,5
65755,26,"Female",12956,"Bachelor","East","Silver","rare",3377,"Food",1,4
65756,33,"Female",17781,"Bachelor","East","Regular","frequent",5735,"Electronics",0,4
65757,25,"Female",41717,"Masters","East","Regular","frequent",14339,"Electronics",0,6
65758,30,"Female",15064,"College","North","Regular","occasional",5047,"Electronics",0,5
65759,28,"Male",38538,"HighSchool","East","Regular","occasional",11517,"Electronics",0,4
65760,27,"Female",44033,"HighSchool","East","Silver","rare",15544,"Electronics",0,5
65761,29,"Female",38299,"HighSchool","West","Regular","rare",13776,"Home",1,3
65762,20,"Female",38841,"Bachelor","East","Regular","rare",12959,"Food",0,6
65763,34,"Female",23896,"College","East","Regular","frequent",6144,"Books",0,6
65764,37,"Female",23342,"College","North","Regular","rare",8473,"Electronics",1,5
65765,31,"Female",39179,"College","North","Regular","rare",15361,"Books",0,4
65766,39,"Male",47925,"Bachelor","South","Regular","occasional",19726,"Electronics",1,5
65767,20,"Female",43396,"College","East","Silver","frequent",14517,"Health",0,6
65768,39,"Female",5490,"HighSchool","South","Silver","rare",2138,"Beauty",0,3
65769,30,"Male",7996,"College","North","Gold","rare",3041,"Electronics",0,5
65770,26,"Male",31003,"College","North","Regular","frequent",12904,"Electronics",0,7
65771,33,"Female",42314,"Masters","North","Regular","frequent",15166,"Food",0,4
